,senior_citizen,tenure,internet_service_type_id,contract_type_id,payment_type_id,monthly_charges,total_charges,male,partner_Yes,dependents_Yes,phone_service_Yes,multiple_lines_Yes,online_security_Yes,online_backup_Yes,device_protection_Yes,tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes,paperless_billing_Yes,churn
911,0,70,2,3,4,99.35,6944.5,1,1,0,1,1,1,1,1,0,1,0,1,0
912,0,18,3,3,2,20.1,370.5,0,1,0,1,0,0,0,0,0,0,0,0,0
913,0,7,1,1,3,25.05,189.95,0,0,0,0,0,0,0,0,0,0,0,0,0
914,0,54,3,2,3,24.75,1342.15,0,1,1,1,1,0,0,0,0,0,0,1,0
915,0,1,1,1,1,24.25,24.25,1,0,0,0,0,0,0,0,0,0,0,1,1
916,0,68,2,2,4,86.45,5762.95,0,1,0,1,1,0,1,1,0,0,0,0,0
917,0,72,2,2,1,101.35,7323.15,0,1,0,1,1,0,1,1,0,1,1,1,0
918,0,55,1,3,4,55.25,3119.9,1,1,1,1,0,0,0,1,1,0,0,1,0
919,0,9,1,1,1,24.95,190.25,1,0,0,0,0,0,0,0,0,0,0,1,0
920,0,4,3,1,2,20.05,83.3,0,0,0,1,0,0,0,0,0,0,0,0,0
921,0,18,1,2,4,46.4,812.4,1,1,1,0,0,0,1,1,0,1,0,0,0
922,0,41,1,2,3,68.5,2839.95,1,1,1,1,1,0,1,1,0,1,0,0,0
923,0,10,2,1,3,86.05,834.1,1,0,0,1,1,0,0,0,0,1,0,1,1
924,0,63,2,1,1,103.4,6603.0,1,1,0,1,1,0,1,1,0,1,1,1,1
925,0,6,3,1,2,19.55,128.6,1,0,1,1,0,0,0,0,0,0,0,0,0
926,0,14,3,2,2,19.35,324.8,1,0,0,1,0,0,0,0,0,0,0,0,0
927,0,61,2,1,4,94.15,5731.85,1,1,0,1,0,0,1,1,1,0,1,0,0
928,0,13,2,1,4,80.0,1029.35,0,0,0,1,1,1,0,0,0,0,0,1,0
929,0,64,2,2,4,102.45,6654.1,1,1,0,1,0,0,1,1,1,1,1,1,0
930,0,1,3,1,3,20.05,20.05,1,0,0,1,0,0,0,0,0,0,0,0,1
931,0,72,2,3,3,115.6,8220.4,0,1,1,1,1,1,1,1,1,1,1,1,0
932,0,27,1,1,3,71.6,1957.1,1,1,1,1,1,0,0,0,1,1,1,0,0
933,0,22,1,2,3,59.75,1374.35,1,1,0,1,0,1,0,0,0,1,0,1,0
934,0,11,1,1,1,60.9,688.5,1,0,0,1,0,0,1,1,1,0,0,1,0
935,0,4,3,3,4,19.55,68.8,1,1,1,1,0,0,0,0,0,0,0,0,0
936,0,7,1,1,1,48.8,349.8,0,1,1,1,1,0,0,0,0,0,0,0,0
937,0,6,1,1,4,78.65,483.3,1,0,0,1,0,1,0,1,1,1,1,0,0
938,0,50,2,2,1,98.25,4858.7,1,1,0,1,1,0,1,0,0,1,1,1,0
939,0,11,1,1,3,59.65,683.25,1,1,1,1,0,0,0,1,0,1,0,1,0
940,1,54,2,2,1,99.1,5437.1,0,1,0,1,0,0,0,1,1,1,1,1,0
941,0,23,1,1,3,30.35,678.75,1,1,1,0,0,0,0,0,1,0,0,1,0
942,0,67,2,2,4,109.7,7344.45,0,1,0,1,1,0,1,1,1,1,1,1,0
943,1,1,2,1,1,70.3,70.3,1,1,0,1,0,0,0,0,0,0,0,1,1
944,0,46,2,2,1,94.15,4408.45,0,0,0,1,1,0,1,1,0,0,1,1,0
945,0,0,1,3,4,56.05,0.0,0,1,1,0,0,1,1,1,1,1,0,0,0
946,0,48,3,2,3,24.35,1133.7,0,0,0,1,1,0,0,0,0,0,0,0,0
947,1,40,1,2,1,55.8,2283.3,1,1,0,1,0,0,0,0,0,0,1,0,0
948,0,11,1,1,1,66.35,740.8,0,1,1,1,1,0,0,0,1,0,1,1,1
949,1,4,2,1,1,94.3,424.45,0,0,0,1,1,0,0,0,0,1,1,1,1
950,0,30,1,1,2,48.8,1536.75,0,0,0,1,0,1,0,0,0,0,0,1,0
951,0,15,2,1,1,91.0,1430.05,1,0,1,1,1,0,1,0,0,1,0,1,0
952,0,7,3,1,2,20.05,164.85,0,0,0,1,0,0,0,0,0,0,0,0,1
953,0,16,2,1,2,80.55,1248.9,1,0,0,1,1,0,1,0,0,0,0,1,0
954,0,9,3,1,4,20.45,147.55,0,0,0,1,0,0,0,0,0,0,0,1,0
955,0,7,3,1,2,18.95,130.55,1,0,0,1,0,0,0,0,0,0,0,1,0
956,1,3,2,1,1,91.05,289.1,1,0,0,1,1,0,0,1,0,1,0,0,1
957,0,20,1,2,3,76.0,1588.75,0,1,1,1,1,1,0,0,0,1,1,0,0
958,0,11,2,1,1,72.9,818.45,1,0,0,1,0,0,0,1,0,0,0,0,0
959,0,1,2,1,1,95.85,95.85,0,0,0,1,0,0,0,0,1,1,1,1,0
960,1,44,2,1,1,85.15,3670.5,0,1,0,1,0,1,1,0,1,0,0,1,0
961,0,43,1,1,4,29.3,1224.05,1,1,1,0,0,0,1,0,0,0,0,0,0
962,0,24,3,3,2,20.75,487.05,1,0,0,1,0,0,0,0,0,0,0,0,0
963,0,21,2,1,3,74.05,1565.7,0,1,1,1,0,0,1,0,0,0,0,1,1
964,0,7,1,2,2,35.3,264.8,1,0,0,0,0,1,0,1,0,0,0,0,0
965,0,57,3,3,3,19.75,1272.05,0,1,1,1,0,0,0,0,0,0,0,0,0
966,0,11,1,1,1,69.35,712.25,1,0,0,1,0,0,0,1,0,1,1,1,0
967,1,3,2,1,1,105.9,334.65,1,1,0,1,1,0,1,1,0,1,1,1,1
968,0,57,2,3,1,107.95,5969.85,1,1,0,1,1,0,0,1,1,1,1,0,0
969,0,23,3,2,4,20.0,445.3,1,1,1,1,0,0,0,0,0,0,0,1,0
970,0,18,1,2,2,61.5,1087.45,0,1,1,1,0,1,1,0,1,0,0,1,0
971,0,70,3,3,4,20.05,1360.25,1,1,1,1,0,0,0,0,0,0,0,0,0
972,0,33,3,2,2,20.1,579.4,0,1,1,1,0,0,0,0,0,0,0,0,0
973,0,1,1,1,1,49.9,49.9,1,0,1,1,0,0,1,0,0,0,0,1,0
974,0,3,3,3,2,19.1,52.0,0,1,1,1,0,0,0,0,0,0,0,0,0
975,1,54,2,3,1,110.45,6077.75,1,1,0,1,1,0,1,1,1,1,1,1,0
976,0,7,1,1,4,71.35,515.75,1,1,1,1,0,1,0,1,1,0,1,1,0
977,0,70,2,3,3,84.6,5706.2,1,1,0,1,0,1,1,0,1,0,0,0,0
978,1,1,2,1,1,89.3,89.3,0,0,0,1,0,0,0,0,0,1,1,1,1
979,1,30,2,1,3,105.7,3181.8,1,1,0,1,1,1,1,1,1,1,0,1,0
980,0,32,2,2,1,79.25,2619.15,1,1,0,1,1,0,0,0,1,0,0,1,0
981,0,1,3,1,2,19.0,19.0,0,1,1,1,0,0,0,0,0,0,0,1,0
982,0,56,2,1,1,98.7,5669.5,0,1,0,1,0,0,0,1,1,1,1,1,0
983,0,11,2,1,1,74.55,824.75,1,0,0,1,0,0,1,0,0,0,0,1,1
984,0,52,2,3,1,109.3,5731.4,1,0,0,1,1,1,0,1,1,1,1,1,0
985,0,12,3,2,2,19.7,260.9,0,0,0,1,0,0,0,0,0,0,0,0,0
986,0,29,1,2,2,35.6,1072.6,1,0,0,0,0,1,0,0,1,0,0,0,0
987,0,33,1,3,4,82.1,2603.1,1,1,1,1,0,0,1,1,1,1,1,0,0
988,0,22,3,1,3,19.05,454.05,0,1,1,1,0,0,0,0,0,0,0,0,0
989,0,29,1,1,1,30.6,856.35,0,0,0,0,0,0,1,0,0,0,0,1,1
990,0,10,1,1,4,67.8,653.15,0,1,0,1,0,0,0,1,0,1,1,1,0
991,0,26,3,2,2,19.2,459.6,0,1,0,1,0,0,0,0,0,0,0,0,0
992,0,13,1,1,1,29.15,357.15,0,0,0,0,0,0,1,0,0,0,0,0,0
993,0,66,2,2,3,103.15,7031.3,1,1,1,1,0,1,1,1,0,1,1,1,0
994,0,70,2,2,4,115.65,7968.85,1,1,0,1,1,1,1,1,1,1,1,0,1
995,0,1,2,1,1,69.15,69.15,1,1,0,1,0,0,0,0,0,0,0,1,1
996,0,57,2,3,1,95.25,5464.65,0,0,0,1,0,0,0,1,0,1,1,1,1
997,0,58,2,2,4,105.2,6225.4,0,1,1,1,1,0,1,1,0,1,1,1,0
998,0,1,2,1,1,80.0,80.0,1,1,1,1,0,0,0,0,0,0,1,0,1
999,0,3,3,1,2,19.8,58.15,1,0,0,1,0,0,0,0,0,0,0,1,1
1000,0,10,2,1,1,98.5,1058.25,0,0,0,1,1,0,0,0,1,1,1,1,1
1001,0,56,2,1,1,73.85,4092.85,0,0,0,1,0,0,1,0,0,0,0,1,1
1002,0,22,2,1,4,89.1,1949.4,1,0,1,1,1,0,1,0,0,1,0,1,0
1003,0,72,2,3,4,106.1,7548.6,1,1,1,1,1,1,1,1,1,1,0,1,0
1004,0,1,2,1,1,75.1,75.1,1,0,0,1,1,0,0,0,0,0,0,1,0
1005,0,39,1,1,4,51.05,2066.0,0,1,1,1,0,1,0,0,0,0,0,0,0
1006,0,1,1,1,2,49.9,49.9,0,0,1,1,0,1,0,0,0,0,0,0,0
1007,0,1,2,1,1,89.1,89.1,1,0,0,1,0,0,0,0,0,1,1,1,1
1008,0,52,2,3,4,91.6,4627.8,1,1,0,1,1,1,0,1,1,0,0,1,0
1009,0,10,2,1,1,98.5,1037.75,1,1,0,1,1,0,0,1,0,1,1,1,1
1010,0,4,1,1,2,49.25,208.45,1,0,0,1,0,0,1,0,0,0,0,0,0
1011,0,70,1,3,3,59.5,4144.8,1,1,1,0,0,1,0,1,1,1,1,0,0
1012,0,60,3,3,2,19.95,1258.15,1,1,0,1,0,0,0,0,0,0,0,0,0
1013,1,8,1,1,4,64.4,581.7,1,1,0,1,0,0,0,1,1,0,1,1,0
1014,0,10,2,1,4,102.1,1068.85,0,1,1,1,1,0,1,1,0,1,1,1,1
1015,0,3,3,1,2,19.65,60.65,0,1,1,1,0,0,0,0,0,0,0,0,0
1016,1,64,3,3,3,24.4,1548.65,1,1,1,1,1,0,0,0,0,0,0,1,0
1017,0,66,2,1,1,105.2,6936.85,0,1,0,1,1,0,1,1,0,1,1,1,0
1018,0,49,2,2,1,93.65,4520.15,1,1,1,1,1,0,1,1,0,1,0,1,0
1019,0,1,1,1,1,49.95,49.95,0,0,0,1,0,0,1,0,0,0,0,0,0
1020,0,36,2,1,1,94.7,3512.5,1,0,1,1,0,0,1,0,0,1,1,1,0
1021,0,58,1,2,1,68.4,3972.25,0,1,0,1,1,1,0,0,1,0,1,1,0
1022,0,7,2,1,1,74.9,490.55,1,0,0,1,0,0,0,1,0,0,0,1,0
1023,0,1,1,1,1,43.8,43.8,0,0,0,1,0,0,0,0,0,0,0,0,0
1024,1,72,2,3,3,116.05,8404.9,1,1,0,1,1,1,1,1,1,1,1,1,0
1025,1,35,2,2,3,81.6,2815.25,1,1,0,1,1,0,0,1,0,0,0,1,0
1026,0,28,2,1,4,94.5,2659.4,1,0,0,1,1,1,1,0,0,0,1,1,1
1027,0,30,2,1,3,100.4,2936.25,1,0,0,1,1,1,0,0,0,1,1,1,0
1028,0,52,2,1,3,93.25,4631.7,1,1,1,1,1,0,1,0,1,0,1,1,0
1029,0,72,2,3,3,116.85,8477.7,0,1,1,1,1,1,1,1,1,1,1,1,0
1030,0,31,3,1,1,20.65,702.05,1,1,1,1,0,0,0,0,0,0,0,1,0
1031,0,70,1,2,3,78.35,5445.95,1,1,1,1,1,1,1,1,1,0,1,0,0
1032,0,53,1,1,1,85.7,4616.1,1,1,1,1,1,1,0,1,1,1,1,0,0
1033,0,1,3,1,3,20.2,20.2,1,0,0,1,0,0,0,0,0,0,0,1,1
1034,0,10,3,3,2,20.15,220.8,0,1,1,1,0,0,0,0,0,0,0,0,0
1035,1,1,1,1,2,25.7,25.7,0,0,0,0,0,0,0,0,0,0,0,1,1
1036,0,29,3,1,2,19.85,573.05,0,1,0,1,0,0,0,0,0,0,0,0,0
1037,0,59,1,3,1,86.75,5186.0,1,1,1,1,0,1,1,1,1,1,1,1,0
1038,0,2,1,1,2,45.85,81.0,1,0,0,1,0,0,0,0,0,0,0,0,1
1039,0,58,2,2,1,106.45,6145.85,0,0,0,1,0,1,1,1,0,1,1,1,1
1040,0,45,1,3,4,73.85,3371.0,1,1,1,1,1,1,1,0,1,1,0,0,0
1041,0,12,2,1,1,81.45,912.0,1,0,0,1,0,0,0,0,0,1,0,1,0
1042,0,12,2,1,1,89.4,1095.65,0,0,0,1,0,0,0,1,1,0,1,1,1
1043,0,33,1,1,4,44.55,1462.6,1,1,0,1,0,0,0,0,0,0,0,1,0
1044,0,9,1,1,1,74.65,703.55,0,0,0,1,0,1,1,0,0,1,1,1,1
1045,0,7,2,1,1,89.75,608.8,1,1,1,1,0,0,1,0,1,1,0,1,1
1046,0,66,1,3,3,63.3,4189.7,1,1,1,1,1,0,0,1,0,1,0,1,0
1047,0,52,2,3,3,96.25,4990.25,1,1,1,1,1,0,0,1,1,0,1,1,1
1048,0,49,1,1,3,40.65,2070.75,0,1,0,0,0,1,0,0,0,1,0,0,0
1049,0,61,1,2,3,49.7,2961.4,0,1,1,1,0,1,0,0,0,0,0,1,0
1050,0,24,3,3,4,25.15,553.0,0,0,0,1,1,0,0,0,0,0,0,0,0
1051,0,1,1,1,1,49.9,49.9,0,0,0,1,0,0,0,0,1,0,0,1,0
1052,0,17,1,2,2,62.1,1096.65,1,1,1,1,1,1,0,0,1,0,0,1,0
1053,0,12,3,1,2,20.4,266.6,0,0,0,1,0,0,0,0,0,0,0,0,0
1054,0,1,1,1,2,62.05,62.05,1,0,0,1,1,0,0,1,1,0,0,0,1
1055,1,61,2,2,2,98.3,6066.55,1,1,0,1,1,0,1,1,1,1,0,1,0
1056,0,27,1,2,4,69.35,1927.3,1,0,0,1,0,1,0,1,1,1,0,0,0
1057,0,48,2,2,3,99.7,4977.2,0,1,1,1,0,1,0,1,0,1,1,1,0
1058,0,71,2,3,1,99.0,6994.6,1,1,0,1,1,1,1,1,0,1,0,1,0
1059,0,4,1,1,2,58.5,224.85,0,1,1,1,1,0,1,0,1,0,0,1,0
1060,0,61,2,1,1,106.2,6375.2,1,1,0,1,1,1,1,0,0,1,1,1,0
1061,0,31,2,1,1,104.35,3205.6,0,0,0,1,1,1,1,0,0,1,1,0,0
1062,0,32,2,1,3,84.15,2585.95,0,1,0,1,0,0,1,0,0,0,1,0,1
1063,0,30,2,1,3,106.4,3211.9,0,0,0,1,1,1,0,0,1,1,1,0,0
1064,0,55,3,1,4,20.0,1087.25,0,1,1,1,0,0,0,0,0,0,0,0,0
1065,0,42,3,1,4,20.35,869.9,0,1,0,1,0,0,0,0,0,0,0,0,0
1066,0,70,2,3,3,114.2,7723.9,0,1,1,1,1,1,1,1,1,1,1,1,1
1067,0,71,3,3,4,23.9,1663.5,0,1,1,1,1,0,0,0,0,0,0,0,0
1068,0,43,2,3,4,115.05,4895.1,0,0,0,1,1,1,1,1,1,1,1,0,0
1069,0,19,1,1,3,25.15,468.35,1,0,0,0,0,0,0,0,0,0,0,1,0
1070,0,19,3,2,2,19.8,344.5,1,1,1,1,0,0,0,0,0,0,0,0,0
1071,0,12,3,1,2,19.7,220.35,0,0,0,1,0,0,0,0,0,0,0,0,0
1072,0,4,1,1,3,63.75,226.2,1,0,0,1,0,0,1,0,1,1,0,1,0
1073,1,13,2,1,1,82.0,1127.2,0,0,0,1,1,0,0,0,0,0,1,1,1
1074,0,4,2,1,3,84.05,333.55,0,0,1,1,1,0,1,1,0,0,0,0,1
1075,0,8,2,1,1,94.0,773.65,1,0,0,1,1,0,1,1,0,1,0,1,1
1076,1,70,1,3,4,90.05,6333.4,1,1,0,1,1,1,1,1,1,1,1,0,0
1077,0,68,1,3,4,92.2,6392.85,1,1,1,1,1,1,1,1,1,1,1,1,0
1078,0,5,2,1,1,78.75,412.1,1,1,0,1,1,0,1,0,0,0,0,1,1
1079,0,12,2,1,2,99.95,1132.75,1,0,0,1,1,0,0,0,1,1,1,1,1
1080,0,57,2,2,4,97.55,5598.0,1,1,1,1,0,0,1,1,0,1,1,1,0
1081,0,51,3,3,2,19.95,1028.75,0,1,1,1,0,0,0,0,0,0,0,0,0
1082,0,4,1,1,1,55.2,220.65,0,0,0,1,0,1,1,0,0,0,0,0,0
1083,1,70,2,3,4,105.35,7511.9,1,1,0,1,0,1,1,1,0,1,1,0,0
1084,0,30,3,1,3,19.65,655.85,0,1,0,1,0,0,0,0,0,0,0,0,1
1085,0,7,2,1,1,90.45,593.45,1,0,0,1,1,0,0,1,0,1,0,1,1
1086,1,19,2,1,1,87.3,1637.3,1,0,0,1,0,1,0,0,0,0,1,1,0
1087,0,1,1,1,2,60.1,60.1,1,0,0,1,1,0,1,0,1,0,0,0,1
1088,0,12,2,1,2,112.95,1384.75,1,0,0,1,1,0,1,1,1,1,1,1,1
1089,0,17,1,1,2,51.5,900.5,1,0,0,1,0,0,0,0,1,0,0,0,1
1090,1,66,2,1,4,99.5,6822.15,1,1,1,1,1,0,0,1,0,1,1,1,1
1091,0,3,1,1,1,45.35,141.5,1,0,0,1,0,0,0,0,0,0,0,1,1
1092,1,51,2,2,3,93.65,4839.15,1,1,0,1,1,1,0,1,0,0,1,1,0
1093,0,51,2,1,4,80.0,4242.35,1,0,0,1,1,0,0,1,0,0,0,0,1
1094,0,71,3,3,4,19.85,1379.6,0,1,0,1,0,0,0,0,0,0,0,0,0
1095,0,35,2,1,4,75.35,2636.05,1,0,0,1,1,0,0,0,0,0,0,0,1
1096,0,11,1,1,1,51.1,531.15,0,0,0,1,0,0,1,0,0,0,0,0,0
1097,0,2,1,1,1,76.4,160.8,0,0,0,1,0,0,0,1,1,1,1,0,1
1098,1,26,2,1,1,95.0,2497.2,0,0,0,1,1,1,1,0,0,0,1,1,1
1099,0,60,3,2,4,23.95,1506.4,1,1,1,1,1,0,0,0,0,0,0,0,0
1100,0,62,2,2,4,81.45,4983.05,1,1,1,1,0,1,1,0,0,0,0,1,0
1101,0,12,1,1,3,45.0,524.35,0,0,0,1,0,0,0,0,0,0,0,1,0
1102,0,4,2,1,1,75.35,338.1,0,0,0,1,1,0,0,0,0,0,0,0,1
1103,1,45,2,1,3,93.9,4200.25,1,0,0,1,1,0,0,0,0,1,1,1,0
1104,0,1,1,1,1,45.15,45.15,0,0,0,1,0,0,0,0,0,0,0,0,1
1105,0,8,3,1,2,20.7,137.6,0,0,0,1,0,0,0,0,0,0,0,1,0
1106,0,2,2,1,1,75.9,143.35,0,0,0,1,1,0,0,0,0,0,0,1,1
1107,0,68,3,3,4,24.95,1614.9,0,1,0,1,1,0,0,0,0,0,0,1,0
1108,0,36,2,3,4,106.05,3834.4,0,1,0,1,1,1,1,1,1,0,1,1,0
1109,0,1,3,1,2,19.55,19.55,0,0,0,1,0,0,0,0,0,0,0,1,0
1110,0,42,1,2,2,33.55,1445.3,0,1,0,0,0,0,1,0,1,0,0,0,1
1111,1,5,2,1,1,89.8,502.6,1,0,0,1,1,0,1,0,0,0,1,1,1
1112,0,10,2,1,2,84.7,832.05,0,0,0,1,0,1,0,0,0,1,0,1,1
1113,0,68,2,2,1,83.0,5685.8,0,1,1,1,1,0,0,0,0,1,0,1,1
1114,1,20,2,1,1,94.55,1899.65,1,1,0,1,1,0,0,0,0,1,1,1,1
1115,0,29,3,3,2,19.4,554.25,0,0,0,1,0,0,0,0,0,0,0,0,0
1116,0,1,2,1,1,85.0,85.0,1,0,0,1,0,0,1,0,0,0,1,1,0
1117,0,14,1,1,3,50.1,709.5,0,0,0,1,0,1,0,0,0,0,0,0,0
1118,0,5,1,1,4,44.05,202.15,0,0,0,1,0,0,0,0,0,0,0,1,0
1119,0,19,3,3,2,20.5,398.55,0,0,1,1,0,0,0,0,0,0,0,0,0
1120,1,71,3,3,4,25.45,1789.65,1,1,0,1,1,0,0,0,0,0,0,0,0
1121,1,4,1,1,4,50.95,207.35,1,0,0,0,0,0,1,0,0,1,1,1,0
1122,0,1,2,1,1,70.25,70.25,0,0,0,1,0,0,0,0,0,0,0,1,0
1123,0,6,3,1,2,20.2,98.35,1,0,1,1,0,0,0,0,0,0,0,1,0
1124,1,32,2,1,1,100.4,3217.65,0,1,1,1,1,0,1,0,0,1,1,1,0
1125,0,68,1,3,1,91.7,6424.7,0,1,0,1,1,1,1,1,1,1,1,1,0
1126,0,33,2,2,1,93.8,3124.5,0,1,1,1,0,0,0,1,0,1,1,1,1
1127,0,63,2,1,4,109.85,7002.95,0,0,0,1,1,0,1,1,1,1,1,1,0
1128,0,53,3,3,4,19.9,1110.05,1,1,0,1,0,0,0,0,0,0,0,0,0
1129,1,18,2,1,1,95.45,1752.55,1,0,0,1,1,0,0,0,0,1,1,1,1
1130,1,6,2,1,1,74.1,450.9,0,0,0,1,0,1,0,0,0,0,0,1,0
1131,1,59,2,1,4,88.75,5348.65,0,1,1,1,1,0,0,1,0,0,1,1,0
1132,0,1,1,1,2,49.65,49.65,1,0,0,1,0,0,0,1,0,0,0,1,1
1133,0,48,1,2,3,70.95,3629.2,1,0,0,1,1,1,0,0,1,0,1,1,0
1134,0,1,3,1,2,19.2,19.2,1,0,0,1,0,0,0,0,0,0,0,0,0
1135,0,37,2,1,1,100.05,3810.55,0,0,0,1,1,0,0,1,0,1,1,1,0
1136,0,27,1,1,2,49.0,1291.35,1,0,0,1,1,0,0,0,0,0,0,0,0
1137,0,14,2,1,4,89.65,1208.35,0,1,1,1,0,0,1,0,1,0,1,1,1
1138,0,72,1,3,3,75.1,5336.35,1,0,0,1,0,1,1,1,1,1,0,1,0
1139,0,3,2,1,1,79.4,244.65,0,0,0,1,0,0,0,0,0,1,0,1,1
1140,0,70,2,2,4,108.15,7930.55,0,1,1,1,1,1,1,1,0,1,1,1,0
1141,0,12,3,2,3,19.8,202.25,1,1,0,1,0,0,0,0,0,0,0,0,0
1142,0,23,3,2,2,20.45,481.1,1,0,0,1,0,0,0,0,0,0,0,0,0
1143,0,23,1,1,4,69.5,1652.1,0,1,1,1,1,0,1,0,1,1,0,1,0
1144,0,40,2,1,3,93.4,3756.4,0,0,0,1,1,0,1,1,0,1,0,1,0
1145,0,11,1,1,4,45.2,492.0,1,0,0,1,0,0,0,0,0,0,0,0,0
1146,0,42,3,2,3,19.8,849.9,1,0,0,1,0,0,0,0,0,0,0,0,0
1147,0,34,2,1,1,78.3,2564.3,1,1,1,1,0,0,0,0,0,1,0,0,1
1148,0,12,2,1,1,76.6,893.0,0,0,1,1,1,0,0,0,0,0,0,1,0
1149,0,71,2,2,2,95.65,6856.95,0,1,0,1,1,1,1,0,0,1,0,0,0
1150,0,39,1,2,4,25.25,947.75,1,1,1,0,0,0,0,0,0,0,0,1,0
1151,0,58,1,1,3,66.8,3970.4,0,1,1,1,1,0,1,0,0,1,0,1,0
1152,0,61,3,2,4,19.1,1143.8,0,1,1,1,0,0,0,0,0,0,0,0,0
1153,1,19,1,1,3,66.4,1286.05,1,1,0,1,0,1,0,1,0,1,0,0,0
1154,0,61,2,2,1,107.75,6521.9,1,0,0,1,1,1,1,1,0,1,1,1,0
1155,0,12,1,2,1,59.8,727.8,1,0,0,1,0,0,0,0,1,1,0,1,1
1156,0,16,3,3,2,19.7,301.55,0,1,1,1,0,0,0,0,0,0,0,0,0
1157,0,60,1,3,1,61.4,3638.25,1,0,0,1,0,1,1,1,0,0,0,0,0
1158,0,52,1,1,3,61.35,3169.55,1,1,0,1,1,0,1,0,1,0,0,0,0
1159,0,17,1,1,2,69.0,1108.0,0,0,0,1,1,0,0,1,1,1,0,1,0
1160,1,9,2,1,1,80.85,751.65,0,0,0,1,0,0,0,0,0,1,0,1,1
1161,0,63,3,3,2,24.2,1618.2,0,0,0,1,1,0,0,0,0,0,0,0,0
1162,1,46,2,2,3,91.3,4126.35,0,0,0,1,0,0,1,1,0,1,0,1,0
1163,0,42,1,2,1,54.75,2348.45,0,0,0,0,0,1,1,1,1,0,1,1,0
1164,0,47,3,3,2,19.75,948.9,0,1,1,1,0,0,0,0,0,0,0,0,0
1165,0,51,2,2,4,90.35,4614.55,1,1,0,1,1,0,1,0,0,0,1,1,0
1166,0,45,1,3,3,54.65,2553.7,1,1,1,1,0,1,0,0,1,0,0,0,0
1167,0,53,3,2,4,20.2,1068.15,1,1,1,1,0,0,0,0,0,0,0,0,0
1168,0,42,2,1,1,101.75,4273.45,1,0,0,1,1,0,1,0,0,1,1,1,1
1169,1,5,2,1,1,89.5,477.7,1,0,0,1,0,0,0,0,0,1,1,1,1
1170,0,1,3,1,2,19.3,19.3,1,0,1,1,0,0,0,0,0,0,0,1,0
1171,0,54,2,3,3,109.75,6110.2,1,1,0,1,0,1,1,1,1,1,1,0,1
1172,0,1,3,1,2,19.45,19.45,1,0,1,1,0,0,0,0,0,0,0,1,1
1173,0,2,1,1,1,44.45,82.7,0,0,0,1,0,0,0,0,0,0,0,0,0
1174,1,64,2,1,1,94.25,6081.4,1,1,0,1,1,0,1,1,0,0,1,1,0
1175,0,10,1,2,2,40.25,411.45,0,0,1,0,0,1,1,0,1,0,0,0,0
1176,0,34,1,1,3,50.2,1815.3,0,1,0,1,0,0,0,0,1,0,0,0,0
1177,1,32,2,1,1,79.5,2665.0,0,0,0,1,0,0,0,0,0,0,1,1,0
1178,0,4,2,1,1,93.5,362.2,0,0,0,1,1,0,1,0,1,0,1,1,1
1179,0,54,2,2,3,94.75,5121.75,0,0,0,1,1,0,1,1,0,1,0,1,0
1180,1,47,2,1,3,70.55,3309.25,0,1,1,1,0,0,0,0,0,0,0,0,1
1181,0,11,3,3,2,25.0,300.7,0,1,1,1,1,0,0,0,0,0,0,0,0
1182,0,8,3,1,2,19.35,152.6,1,1,1,1,0,0,0,0,0,0,0,1,0
1183,0,1,1,1,3,35.25,35.25,1,0,0,0,0,0,0,0,0,0,1,1,1
1184,0,56,2,3,2,115.85,6567.9,1,1,1,1,1,1,1,1,1,1,1,0,0
1185,0,34,3,1,1,24.7,780.2,0,1,0,1,1,0,0,0,0,0,0,0,0
1186,0,1,2,1,4,75.35,75.35,1,1,0,1,0,0,0,1,0,0,0,0,0
1187,0,9,1,1,1,55.35,449.75,1,0,1,1,0,0,0,0,0,1,0,0,1
1188,1,46,2,1,1,98.85,4564.9,1,1,0,1,1,0,0,1,0,1,1,1,0
1189,0,60,1,2,2,59.8,3561.15,1,1,0,1,0,1,0,0,0,1,0,1,0
1190,1,22,2,1,3,89.75,1938.9,1,1,0,1,0,0,0,0,0,1,1,1,0
1191,0,39,3,2,2,19.9,791.15,1,0,0,1,0,0,0,0,0,0,0,0,0
1192,0,2,3,1,2,20.3,40.25,1,1,1,1,0,0,0,0,0,0,0,0,0
1193,0,35,3,2,3,20.05,746.75,1,1,1,1,0,0,0,0,0,0,0,0,0
1194,0,25,3,1,2,20.8,460.2,1,0,1,1,0,0,0,0,0,0,0,0,0
1195,0,1,2,1,1,79.55,79.55,1,0,0,1,0,0,0,0,0,1,0,1,1
1196,1,18,3,2,3,20.35,369.6,0,0,0,1,0,0,0,0,0,0,0,0,0
1197,0,3,1,1,2,50.5,147.75,1,0,0,1,0,0,0,0,1,0,0,1,0
1198,0,66,3,3,4,19.95,1269.1,1,0,1,1,0,0,0,0,0,0,0,0,0
1199,0,29,2,1,1,84.9,2516.2,1,0,0,1,1,0,0,0,0,0,1,1,0
1200,0,66,3,3,2,25.1,1697.7,1,0,0,1,1,0,0,0,0,0,0,0,0
1201,0,8,1,1,1,45.45,411.75,0,1,1,1,0,0,0,0,0,0,0,1,0
1202,1,45,1,1,1,70.05,3062.45,0,0,0,1,1,1,0,0,1,0,1,1,0
1203,1,1,1,1,1,25.2,25.2,0,0,0,0,0,0,0,0,0,0,0,1,1
