"","is_senior_citizen","monthly_charges","total_charges","churn","payment_type_Bank transfer (automatic)","payment_type_Credit card (automatic)","payment_type_Electronic check","phone_service_1","phone_service_2","internet_service_1","internet_service_2","tenure"
"441",0,54.2,690.5,0,1,0,0,1,0,1,0,12
"442",0,59.5,415.95,1,0,0,0,1,0,1,0,6
"443",0,49.6,939.8,0,0,0,1,1,0,1,0,18
"444",0,86.05,244.85,0,0,0,0,1,0,0,1,2
"445",0,49.65,267.35,1,1,0,0,1,0,1,0,5
"446",0,89.9,5450.7,0,1,0,0,0,1,0,1,60
"447",0,48.25,202.25,0,0,0,0,0,0,1,0,4
"448",0,108.45,4964.7,0,0,1,0,0,1,0,1,45
"449",0,75.5,1901.05,0,0,0,1,1,0,0,1,25
"450",0,19,233.55,1,0,0,0,1,0,0,0,12
"451",0,76.85,663.55,0,0,0,1,0,1,0,1,8
"452",0,20.4,745.3,0,1,0,0,1,0,0,0,36
"453",0,26.35,184.05,0,0,0,0,0,1,0,0,6
"454",1,78.75,1218.25,0,0,0,1,1,0,0,1,15
"455",0,49.6,114.7,1,0,0,0,1,0,1,0,2
"456",0,105.95,5341.8,1,0,1,0,0,1,0,1,50
"457",0,75.3,1570.7,0,0,0,0,0,1,0,1,20
"458",0,65.25,209.9,0,0,0,0,0,1,1,0,3
"459",1,90.45,1266.1,1,0,1,0,1,0,0,1,13
"460",0,19.55,389.25,0,0,0,0,1,0,0,0,19
"461",0,20.1,20.1,1,0,0,0,1,0,0,0,1
"462",0,50.2,2169.4,0,0,0,0,1,0,1,0,43
"463",0,54.4,114.1,1,0,0,0,0,1,1,0,2
"464",1,80.25,303.7,0,0,0,1,0,1,0,1,3
"465",1,99.95,3186.65,1,0,0,1,0,1,0,1,31
"466",0,19.45,86.05,0,0,0,0,1,0,0,0,4
"467",0,54.3,195.3,1,0,0,1,1,0,1,0,3
"468",1,34.65,768.45,0,1,0,0,0,0,1,0,22
"469",0,75.75,655.9,1,1,0,0,1,0,0,1,8
"470",0,96.8,5283.95,1,0,0,1,0,1,0,1,54
"471",1,85.35,1375.15,1,0,1,0,0,1,0,1,16
"472",1,43.65,526.95,1,0,0,1,0,0,1,0,12
"473",1,88.85,372.45,1,0,0,1,0,1,0,1,4
"474",0,79.9,79.9,1,0,0,1,1,0,0,1,1
"475",1,89.95,1648.45,0,0,0,1,1,0,0,1,18
"476",0,70.05,564.4,0,0,0,0,1,0,1,0,8
"477",1,78.55,149.55,1,0,0,1,0,1,0,1,1
"478",0,89.55,2187.15,0,0,0,1,1,0,0,1,24
"479",1,79.35,3344.1,0,1,0,0,0,1,0,1,42
"480",0,106.1,2249.95,1,0,0,1,0,1,0,1,21
"481",0,50.3,913.3,0,0,0,1,0,1,1,0,18
"482",0,84.6,959.9,0,0,0,1,1,0,0,1,11
"483",0,75.5,220.6,1,0,0,1,0,1,0,1,2
"484",1,110.75,5832,0,0,0,1,0,1,0,1,52
"485",0,30.3,1380.1,1,1,0,0,0,0,1,0,45
"486",0,98.4,5149.5,1,0,1,0,0,1,0,1,52
"487",1,55,757.1,1,0,1,0,0,1,1,0,13
"488",0,25.05,189.95,0,1,0,0,0,0,1,0,7
"489",0,24.25,24.25,1,0,0,1,0,0,1,0,1
"490",0,24.95,190.25,0,0,0,1,0,0,1,0,7
"491",0,20.05,83.3,0,0,0,0,1,0,0,0,4
"492",0,86.05,834.1,1,1,0,0,0,1,0,1,9
"493",0,103.4,6603,1,0,0,1,0,1,0,1,63
"494",0,19.55,128.6,0,0,0,0,1,0,0,0,6
"495",0,94.15,5731.85,0,0,1,0,1,0,0,1,60
"496",0,80,1029.35,0,0,1,0,0,1,0,1,12
"497",0,20.05,20.05,1,1,0,0,1,0,0,0,1
"498",0,71.6,1957.1,0,1,0,0,0,1,1,0,27
"499",0,60.9,688.5,0,0,0,1,1,0,1,0,11
"500",0,48.8,349.8,0,0,0,1,0,1,1,0,7
"501",0,78.65,483.3,0,0,1,0,1,0,1,0,6
"502",0,59.65,683.25,0,1,0,0,1,0,1,0,11
"503",0,30.35,678.75,0,1,0,0,0,0,1,0,22
"504",1,70.3,70.3,1,0,0,1,1,0,0,1,1
"505",0,66.35,740.8,1,0,0,1,0,1,1,0,11
"506",1,94.3,424.45,1,0,0,1,0,1,0,1,4
"507",0,48.8,1536.75,0,0,0,0,1,0,1,0,31
"508",0,91,1430.05,0,0,0,1,0,1,0,1,15
"509",0,20.05,164.85,1,0,0,0,1,0,0,0,8
"510",0,80.55,1248.9,0,0,0,0,0,1,0,1,15
"511",0,20.45,147.55,0,0,1,0,1,0,0,0,7
"512",0,18.95,130.55,0,0,0,0,1,0,0,0,6
"513",1,91.05,289.1,1,0,0,1,0,1,0,1,3
"514",0,72.9,818.45,0,0,0,1,1,0,0,1,11
"515",0,95.85,95.85,0,0,0,1,1,0,0,1,1
"516",1,85.15,3670.5,0,0,0,1,1,0,0,1,43
"517",0,29.3,1224.05,0,0,1,0,0,0,1,0,41
"518",0,74.05,1565.7,1,1,0,0,1,0,0,1,21
"519",0,69.35,712.25,0,0,0,1,1,0,1,0,10
"520",1,105.9,334.65,1,0,0,1,0,1,0,1,3
"521",0,49.9,49.9,0,0,0,1,1,0,1,0,1
"522",0,71.35,515.75,0,0,1,0,1,0,1,0,7
"523",1,89.3,89.3,1,0,0,1,1,0,0,1,1
"524",1,105.7,3181.8,0,1,0,0,0,1,0,1,30
"525",0,19,19,0,0,0,0,1,0,0,0,1
"526",0,98.7,5669.5,0,0,0,1,1,0,0,1,57
"527",0,74.55,824.75,1,0,0,1,1,0,0,1,11
"528",0,19.05,454.05,0,1,0,0,1,0,0,0,23
"529",0,30.6,856.35,1,0,0,1,0,0,1,0,27
"530",0,67.8,653.15,0,0,1,0,1,0,1,0,9
"531",0,29.15,357.15,0,0,0,1,0,0,1,0,12
"532",0,69.15,69.15,1,0,0,1,1,0,0,1,1
"533",0,80,80,1,0,0,1,1,0,0,1,1
"534",0,19.8,58.15,1,0,0,0,1,0,0,0,2
"535",0,98.5,1058.25,1,0,0,1,0,1,0,1,10
"536",0,73.85,4092.85,1,0,0,1,1,0,0,1,55
"537",0,89.1,1949.4,0,0,1,0,0,1,0,1,21
"538",0,75.1,75.1,0,0,0,1,0,1,0,1,1
"539",0,51.05,2066,0,0,1,0,1,0,1,0,40
"540",0,49.9,49.9,0,0,0,0,1,0,1,0,1
"541",0,89.1,89.1,1,0,0,1,1,0,0,1,1
"542",0,98.5,1037.75,1,0,0,1,0,1,0,1,10
"543",0,49.25,208.45,0,0,0,0,1,0,1,0,4
"544",1,64.4,581.7,0,0,1,0,1,0,1,0,9
"545",0,102.1,1068.85,1,0,1,0,0,1,0,1,10
"546",0,19.65,60.65,0,0,0,0,1,0,0,0,3
"547",0,105.2,6936.85,0,0,0,1,0,1,0,1,65
"548",0,49.95,49.95,0,0,0,1,1,0,1,0,1
"549",0,94.7,3512.5,0,0,0,1,1,0,0,1,37
"550",0,74.9,490.55,0,0,0,1,1,0,0,1,6
"551",0,43.8,43.8,0,0,0,1,1,0,1,0,1
"552",0,94.5,2659.4,1,0,1,0,0,1,0,1,28
"553",0,100.4,2936.25,0,1,0,0,0,1,0,1,29
"554",0,93.25,4631.7,0,1,0,0,0,1,0,1,49
"555",0,20.65,702.05,0,0,0,1,1,0,0,0,33
"556",0,85.7,4616.1,0,0,0,1,0,1,1,0,53
"557",0,20.2,20.2,1,1,0,0,1,0,0,0,1
"558",1,25.7,25.7,1,0,0,0,0,0,1,0,1
"559",0,19.85,573.05,0,0,0,0,1,0,0,0,28
"560",0,45.85,81,1,0,0,0,1,0,1,0,1
"561",0,81.45,912,0,0,0,1,1,0,0,1,11
"562",0,89.4,1095.65,1,0,0,1,1,0,0,1,12
"563",0,44.55,1462.6,0,0,1,0,1,0,1,0,32
"564",0,74.65,703.55,1,0,0,1,1,0,1,0,9
"565",0,89.75,608.8,1,0,0,1,1,0,0,1,6
"566",0,40.65,2070.75,0,1,0,0,0,0,1,0,50
"567",0,49.9,49.9,0,0,0,1,1,0,1,0,1
"568",0,20.4,266.6,0,0,0,0,1,0,0,0,13
"569",0,62.05,62.05,1,0,0,0,0,1,1,0,1
"570",0,58.5,224.85,0,0,0,0,0,1,1,0,3
"571",0,106.2,6375.2,0,0,0,1,0,1,0,1,60
"572",0,104.35,3205.6,0,0,0,1,0,1,0,1,30
"573",0,84.15,2585.95,1,1,0,0,1,0,0,1,30
"574",0,106.4,3211.9,0,1,0,0,0,1,0,1,30
"575",0,20,1087.25,0,0,1,0,1,0,0,0,54
"576",0,20.35,869.9,0,0,1,0,1,0,0,0,42
"577",0,25.15,468.35,0,1,0,0,0,0,1,0,18
"578",0,19.7,220.35,0,0,0,0,1,0,0,0,11
"579",0,63.75,226.2,0,1,0,0,1,0,1,0,3
"580",1,82,1127.2,1,0,0,1,0,1,0,1,13
"581",0,84.05,333.55,1,1,0,0,0,1,0,1,3
"582",0,94,773.65,1,0,0,1,0,1,0,1,8
"583",0,78.75,412.1,1,0,0,1,0,1,0,1,5
"584",0,99.95,1132.75,1,0,0,0,0,1,0,1,11
"585",0,55.2,220.65,0,0,0,1,1,0,1,0,3
"586",0,19.65,655.85,1,1,0,0,1,0,0,0,33
"587",0,90.45,593.45,1,0,0,1,0,1,0,1,6
"588",1,87.3,1637.3,0,0,0,1,1,0,0,1,18
"589",0,60.1,60.1,1,0,0,0,0,1,1,0,1
"590",0,112.95,1384.75,1,0,0,0,0,1,0,1,12
"591",0,51.5,900.5,1,0,0,0,1,0,1,0,17
"592",1,99.5,6822.15,1,0,1,0,0,1,0,1,68
"593",0,45.35,141.5,1,0,0,1,1,0,1,0,3
"594",0,80,4242.35,1,0,1,0,0,1,0,1,53
"595",0,75.35,2636.05,1,0,1,0,0,1,0,1,34
"596",0,51.1,531.15,0,0,0,1,1,0,1,0,10
"597",0,76.4,160.8,1,0,0,1,1,0,1,0,2
"598",1,95,2497.2,1,0,0,1,0,1,0,1,26
"599",0,45,524.35,0,1,0,0,1,0,1,0,11
"600",0,75.35,338.1,1,0,0,1,0,1,0,1,4
"601",1,93.9,4200.25,0,1,0,0,0,1,0,1,44
"602",0,45.15,45.15,1,0,0,1,1,0,1,0,1
"603",0,20.7,137.6,0,0,0,0,1,0,0,0,6
"604",0,75.9,143.35,1,0,0,1,0,1,0,1,1
"605",0,19.55,19.55,0,0,0,0,1,0,0,0,1
"606",1,89.8,502.6,1,0,0,1,0,1,0,1,5
"607",0,84.7,832.05,1,0,0,0,1,0,0,1,9
"608",1,94.55,1899.65,1,0,0,1,0,1,0,1,20
"609",0,85,85,0,0,0,1,1,0,0,1,1
"610",0,50.1,709.5,0,1,0,0,1,0,1,0,14
"611",0,44.05,202.15,0,0,1,0,1,0,1,0,4
"612",1,50.95,207.35,0,0,1,0,0,0,1,0,4
"613",0,70.25,70.25,0,0,0,1,1,0,0,1,1
"614",0,20.2,98.35,0,0,0,0,1,0,0,0,4
"615",1,100.4,3217.65,0,0,0,1,0,1,0,1,32
"616",0,109.85,7002.95,0,0,1,0,0,1,0,1,63
"617",1,95.45,1752.55,1,0,0,1,0,1,0,1,18
"618",1,74.1,450.9,0,0,0,1,1,0,0,1,6
"619",1,88.75,5348.65,0,0,1,0,0,1,0,1,60
"620",0,49.65,49.65,1,0,0,0,1,0,1,0,1
"621",0,19.2,19.2,0,0,0,0,1,0,0,0,1
"622",0,100.05,3810.55,0,0,0,1,0,1,0,1,38
"623",0,49,1291.35,0,0,0,0,0,1,1,0,26
"624",0,89.65,1208.35,1,0,1,0,1,0,0,1,13
"625",0,79.4,244.65,1,0,0,1,1,0,0,1,3
"626",0,69.5,1652.1,0,0,1,0,0,1,1,0,23
"627",0,93.4,3756.4,0,1,0,0,0,1,0,1,40
"628",0,45.2,492,0,0,1,0,1,0,1,0,10
"629",0,78.3,2564.3,1,0,0,1,1,0,0,1,32
"630",0,76.6,893,0,0,0,1,0,1,0,1,11
"631",0,66.8,3970.4,0,1,0,0,0,1,1,0,59
"632",1,66.4,1286.05,0,1,0,0,1,0,1,0,19
"633",0,61.35,3169.55,0,1,0,0,0,1,1,0,51
"634",0,69,1108,0,0,0,0,0,1,1,0,16
"635",1,80.85,751.65,1,0,0,1,1,0,0,1,9
"636",0,101.75,4273.45,1,0,0,1,0,1,0,1,41
"637",1,89.5,477.7,1,0,0,1,1,0,0,1,5
"638",0,19.3,19.3,0,0,0,0,1,0,0,0,1
"639",0,19.45,19.45,1,0,0,0,1,0,0,0,1
"640",0,44.45,82.7,0,0,0,1,1,0,1,0,1
"641",1,94.25,6081.4,0,0,0,1,0,1,0,1,64
"642",0,50.2,1815.3,0,1,0,0,1,0,1,0,36
"643",1,79.5,2665,0,0,0,1,1,0,0,1,33
"644",0,93.5,362.2,1,0,0,1,0,1,0,1,3
"645",1,70.55,3309.25,1,1,0,0,1,0,0,1,46
"646",0,19.35,152.6,0,0,0,0,1,0,0,0,7
"647",0,35.25,35.25,1,1,0,0,0,0,1,0,1
"648",0,24.7,780.2,0,0,0,1,0,1,0,0,31
"649",0,75.35,75.35,0,0,1,0,1,0,0,1,1
"650",0,55.35,449.75,1,0,0,1,1,0,1,0,8
"651",1,98.85,4564.9,0,0,0,1,0,1,0,1,46
"652",1,89.75,1938.9,0,1,0,0,1,0,0,1,21
"653",0,20.3,40.25,0,0,0,0,1,0,0,0,1
"654",0,20.8,460.2,0,0,0,0,1,0,0,0,22
"655",0,79.55,79.55,1,0,0,1,1,0,0,1,1
"656",0,50.5,147.75,0,0,0,0,1,0,1,0,2
"657",0,84.9,2516.2,0,0,0,1,0,1,0,1,29
"658",0,45.45,411.75,0,0,0,1,1,0,1,0,9
"659",1,70.05,3062.45,0,0,0,1,0,1,1,0,43
"660",1,25.2,25.2,1,0,0,1,0,0,1,0,1
"661",0,71.1,1247.75,0,0,0,1,1,0,0,1,17
"662",1,95.9,2745.2,1,0,0,1,0,1,0,1,28
"663",0,24.3,38.45,0,0,0,0,0,0,1,0,1
"664",0,20.55,187.35,0,0,0,0,1,0,0,0,9
"665",0,85.45,2289.9,0,0,0,1,1,0,0,1,26
"666",0,61.2,125.95,0,0,1,0,1,0,1,0,2
"667",1,89.15,1496.9,1,0,0,1,1,0,0,1,16
"668",0,48.6,48.6,1,0,1,0,1,0,1,0,1
"669",0,59.65,867.1,0,1,0,0,0,1,1,0,14
"670",0,19.95,38.15,0,0,0,0,1,0,0,0,1
"671",0,54.3,654.5,0,0,0,1,1,0,1,0,12
"672",0,46,221.7,1,0,0,0,1,0,1,0,4
"673",0,67.6,2000.2,0,0,0,1,0,1,1,0,29
"674",0,25.45,134.75,0,0,0,0,0,1,0,0,5
"675",0,29.15,29.15,0,0,0,0,0,0,1,0,1
"676",0,89.2,2383.6,0,0,0,1,1,0,0,1,26
"677",0,69.55,69.55,1,0,0,1,1,0,0,1,1
"678",0,107.75,4882.8,0,1,0,0,0,1,0,1,45
"679",1,74.2,74.2,1,0,0,1,0,1,0,1,1
"680",0,103.7,5071.05,1,0,0,1,0,1,0,1,48
"681",1,85.35,1961.6,0,1,0,0,0,1,0,1,22
"682",0,50.15,50.15,0,0,0,0,1,0,1,0,1
"683",1,70.15,70.15,1,0,0,1,1,0,0,1,1
"684",0,50.3,355.1,0,1,0,0,1,0,1,0,7
"685",0,60,487.75,0,0,0,1,1,0,1,0,8
"686",0,20.35,178.7,0,0,0,0,1,0,0,0,8
"687",0,65.05,1427.55,0,0,0,0,0,1,1,0,21
"688",0,50.35,1277.5,0,0,1,0,0,0,1,0,25
"689",0,70,70,1,0,0,1,1,0,0,1,1
"690",1,20.05,91.45,0,0,0,0,1,0,0,0,4
"691",1,39.3,1637.4,1,0,0,1,0,0,1,0,41
"692",0,74.6,74.6,0,0,1,0,1,0,0,1,1
"693",1,98.4,4187.75,1,0,0,1,0,1,0,1,42
"694",0,20.5,402.85,0,0,1,0,1,0,0,0,19
"695",0,74.35,834.2,1,0,0,1,0,1,0,1,11
"696",0,79.8,4526.85,0,1,0,0,0,1,0,1,56
"697",0,80.85,866.45,1,1,0,0,1,0,0,1,10
"698",0,104.4,242.8,1,0,0,1,0,1,0,1,2
"699",1,89.95,6143.15,1,0,0,1,0,1,0,1,68
"700",1,90.8,1951,1,0,0,1,0,1,0,1,21
"701",0,89.25,1907.85,1,0,0,1,1,0,0,1,21
"702",0,43.95,43.95,0,0,1,0,1,0,1,0,1
"703",0,89.4,2001.5,1,0,0,1,1,0,0,1,22
"704",0,19.5,19.5,0,0,0,0,1,0,0,0,1
"705",1,72.85,688.65,1,0,0,1,1,0,0,1,9
"706",0,66.7,579,0,0,0,1,1,0,1,0,8
"707",0,80.4,2937.65,0,0,0,1,1,0,0,1,36
"708",0,70.5,70.5,1,0,0,1,1,0,0,1,1
"709",0,79.25,1111.65,1,0,0,1,1,0,0,1,14
"710",0,44.75,333.65,0,0,0,1,1,0,1,0,7
"711",0,20.55,96.1,0,0,1,0,1,0,0,0,4
"712",0,86.5,582.5,1,0,0,1,0,1,0,1,6
"713",0,61.15,61.15,0,0,0,1,0,1,1,0,1
"714",0,92.85,5305.05,0,0,0,1,1,0,0,1,57
"715",1,100.6,3270.25,0,1,0,0,0,1,0,1,32
"716",0,20.15,20.15,1,0,0,0,1,0,0,0,1
"717",0,89.7,4952.95,0,0,0,0,1,0,0,1,55
"718",0,90.1,90.1,0,0,0,1,1,0,0,1,1
"719",0,44,44,0,0,0,1,1,0,1,0,1
"720",0,49.9,1441.95,0,0,0,1,0,1,1,0,28
"721",0,95.25,1021.55,0,0,0,1,0,1,0,1,10
"722",0,45.3,45.3,1,0,0,1,1,0,1,0,1
"723",0,20.4,20.4,1,0,0,0,1,0,0,0,1
"724",1,78.95,1101.85,1,0,0,1,0,1,0,1,13
"725",0,89.05,1448.6,1,0,1,0,0,1,0,1,16
"726",0,34.2,256.6,0,0,0,0,0,0,1,0,7
"727",1,46,46,1,0,0,1,1,0,1,0,1
"728",1,73,73,1,0,0,1,1,0,0,1,1
"729",1,75.05,256.25,1,0,1,0,0,1,0,1,3
"730",0,79.75,164.5,1,0,0,1,1,0,0,1,2
"731",0,25.15,702,0,0,0,1,0,1,0,0,27
"732",1,58.4,964.9,0,0,1,0,0,1,1,0,16
"733",1,75.5,1893.95,1,0,0,1,0,1,0,1,25
"734",0,19.05,157.65,0,0,0,0,1,0,0,0,8
"735",1,70.65,3545.05,0,1,0,0,1,0,0,1,50
"736",0,20.5,20.5,1,0,0,0,1,0,0,0,1
"737",0,99.5,6710.5,1,0,0,1,1,0,0,1,67
"738",0,81.95,81.95,1,0,0,1,1,0,0,1,1
"739",0,33.5,600,1,0,1,0,0,0,1,0,17
"740",1,99.55,1131.2,1,0,0,1,0,1,0,1,11
"741",0,84.3,84.3,1,0,0,1,1,0,0,1,1
"742",0,103.1,970.45,0,0,0,1,1,0,0,1,9
"743",0,81.05,81.05,0,0,0,1,1,0,0,1,1
"744",0,19,348.8,0,0,0,1,1,0,0,0,18
"745",0,74.6,74.6,1,0,0,0,1,0,0,1,1
"746",0,99,1301.7,1,0,0,0,0,1,0,1,13
"747",0,79.3,523.15,1,0,0,1,1,0,0,1,6
"748",0,85.6,1601.5,0,0,0,1,1,0,0,1,18
"749",0,106.7,1253.9,1,0,0,1,0,1,0,1,11
"750",0,49.05,2076.2,1,1,0,0,0,0,1,0,42
"751",0,108.75,6871.7,0,0,0,1,0,1,0,1,63
"752",1,102.95,2496.7,1,0,1,0,0,1,0,1,24
"753",0,90.4,168.2,1,0,0,1,1,0,0,1,1
"754",0,94.65,3624.3,1,0,0,1,0,1,0,1,38
"755",0,103.85,4946.05,0,0,0,1,0,1,0,1,47
"756",0,86.05,308.1,0,0,0,1,1,0,0,1,3
"757",0,67.45,1801.1,0,0,0,0,0,1,1,0,26
"758",0,100.85,4847.35,0,0,0,0,0,1,0,1,48
"759",0,64,370.25,0,0,0,1,0,1,1,0,5
"760",0,55.7,55.7,0,0,0,0,1,0,1,0,1
"761",1,59.45,1884.65,0,1,0,0,0,0,1,0,31
"762",0,35.9,35.9,0,0,0,0,0,0,1,0,1
"763",1,70.4,204.7,1,0,0,1,1,0,0,1,2
"764",1,51.65,2838.55,0,1,0,0,0,1,1,0,54
"765",0,86.5,1808.7,1,0,0,1,0,1,0,1,20
"766",0,69.75,324.6,1,0,0,1,1,0,0,1,4
"767",0,19.5,805.2,0,1,0,0,1,0,0,0,41
"768",0,111.15,6953.4,0,0,0,1,0,1,0,1,62
"769",1,76.45,503.6,1,1,0,0,1,0,0,1,6
"770",1,79.35,1835.3,0,0,0,0,0,1,0,1,23
"771",0,89.55,185.55,1,1,0,0,1,0,0,1,2
"772",0,92.7,1556.85,0,0,1,0,0,1,0,1,16
"773",0,49.4,232.55,0,0,0,0,1,0,1,0,4
"774",1,75.4,533.05,0,0,0,1,0,1,0,1,7
"775",0,69.25,418.4,1,0,0,0,1,0,0,1,6
"776",1,104.4,4133.95,0,0,0,1,0,1,0,1,39
"777",0,74.95,151.75,0,0,0,1,1,0,0,1,2
"778",0,25.4,25.4,0,0,0,0,0,1,0,0,1
"779",0,20.25,20.25,0,0,0,0,1,0,0,0,1
"780",0,107.95,318.6,0,0,0,1,1,0,0,1,2
"781",0,45.6,45.6,1,0,0,1,1,0,1,0,1
"782",0,89.2,2698.35,1,0,0,1,0,1,0,1,30
"783",0,20.35,697.65,0,1,0,0,1,0,0,0,34
"784",0,54.7,1178.75,0,0,0,0,1,0,1,0,21
"785",0,51.2,1561.5,1,0,1,0,0,0,1,0,30
"786",1,73.9,2217.15,1,0,0,1,0,1,0,1,30
"787",0,19.35,275.9,0,0,0,0,1,0,0,0,14
"788",0,67.95,350.3,1,1,0,0,0,1,1,0,5
"789",0,73.1,4144.9,0,0,0,1,0,1,0,1,56
"790",0,50.75,50.75,0,0,0,0,0,1,1,0,1
"791",0,95,3008.15,0,0,1,0,0,1,0,1,31
"792",1,104.1,3121.1,0,0,0,1,0,1,0,1,29
"793",0,55.55,1405.3,0,0,1,0,0,1,1,0,25
"794",0,35.45,106.85,1,0,0,0,0,0,1,0,3
"795",0,50.7,151.3,1,0,1,0,1,0,1,0,2
"796",0,21.1,21.1,0,0,0,0,1,0,0,0,1
"797",0,89.8,1129.1,1,0,0,0,1,0,0,1,12
"798",0,70.95,1767.35,1,0,0,0,1,0,0,1,24
"799",0,20.15,536.35,0,0,0,0,1,0,0,0,26
"800",0,75.4,1380.4,0,0,0,1,1,0,0,1,18
"801",1,84.35,609.65,0,0,0,1,1,0,0,1,7
"802",0,26.2,1077.5,0,0,0,1,0,1,0,0,41
"803",0,105.35,3688.6,0,1,0,0,1,0,0,1,35
"804",0,85.3,420.45,0,0,0,0,1,0,0,1,4
"805",0,45.65,45.65,1,0,0,1,1,0,1,0,1
"806",0,89.95,1682.4,0,0,0,0,1,0,0,1,18
"807",0,68.65,261.25,1,1,0,0,1,0,1,0,3
"808",1,108.75,5431.9,0,1,0,0,0,1,0,1,49
"809",0,61.15,1422.05,1,0,0,0,1,0,1,0,23
"810",0,79.75,1111.85,1,0,0,1,0,1,0,1,13
"811",0,54.9,1505.15,0,0,1,0,0,1,1,0,27
"812",0,20.05,95.55,0,0,1,0,1,0,0,0,4
"813",0,20.05,406.05,0,0,0,0,1,0,0,0,20
"814",0,19.45,674.55,0,0,1,0,1,0,0,0,34
"815",0,69.7,1490.4,0,0,0,0,1,0,0,1,21
"816",0,96,1062.1,1,0,0,1,1,0,0,1,11
"817",0,53.45,119.5,0,0,0,1,1,0,1,0,2
"818",1,58.55,1718.95,0,1,0,0,0,1,1,0,29
"819",0,40.1,293.3,1,0,1,0,0,0,1,0,7
"820",0,79.95,1043.4,0,1,0,0,1,0,0,1,13
"821",0,79.2,1742.75,1,0,0,1,0,1,1,0,22
"822",0,85.9,1269.55,1,1,0,0,1,0,0,1,14
"823",0,78.85,3126.85,0,0,1,0,0,1,0,1,39
"824",1,59.1,1011.05,0,0,1,0,1,0,1,0,17
"825",0,85.3,4045.65,1,0,0,1,1,0,0,1,47
"826",0,84.85,84.85,1,0,0,1,1,0,0,1,1
"827",0,60.85,2003.6,0,1,0,0,0,1,1,0,32
"828",0,79.65,1928.7,0,0,0,0,0,1,0,1,24
"829",1,84.8,546.95,1,0,0,1,0,1,0,1,6
"830",0,50.8,50.8,1,0,0,1,1,0,1,0,1
"831",0,51,354.05,1,0,0,0,1,0,1,0,6
"832",1,90,3371.75,0,0,0,1,1,0,0,1,37
"833",0,81.95,2070.05,0,0,0,1,1,0,0,1,25
"834",0,98.6,5581.05,0,0,0,1,0,1,0,1,56
"835",0,25.25,25.25,0,1,0,0,0,0,1,0,1
"836",0,85.5,791.7,0,0,0,1,0,1,0,1,9
"837",0,45.15,438.4,1,0,0,0,1,0,1,0,9
"838",0,19.4,19.4,0,0,1,0,1,0,0,0,1
"839",0,19.4,289.3,1,1,0,0,1,0,0,0,14
"840",0,99.15,1956.4,0,1,0,0,1,0,0,1,19
"841",0,49.3,1233.25,0,0,1,0,1,0,1,0,25
"842",0,55.2,55.2,1,0,0,0,1,0,1,0,1
"843",0,24.3,132.25,0,0,0,0,0,1,0,0,5
"844",1,44.4,263.05,0,0,0,1,0,0,1,0,5
"845",0,50.85,239.55,1,0,0,0,0,1,1,0,4
"846",0,81.85,3141.7,0,0,0,0,0,1,0,1,38
"847",0,19.4,415.4,0,0,0,0,1,0,0,0,21
"848",0,105.85,2239.65,1,1,0,0,0,1,0,1,21
"849",0,81.05,5135.35,0,0,0,1,1,0,0,1,63
"850",0,79.15,79.15,0,0,0,0,0,1,0,1,1
"851",0,66.6,979.5,0,0,1,0,0,1,1,0,14
"852",1,70.2,115.95,1,1,0,0,1,0,0,1,1
"853",0,70.1,70.1,0,0,0,1,1,0,0,1,1
"854",1,99.6,347.65,1,0,0,1,0,1,0,1,3
"855",0,94.4,4914.9,0,0,1,0,0,1,0,1,52
"856",1,94,5438.95,0,0,1,0,0,1,0,1,57
"857",0,95.1,4060.55,0,0,1,0,0,1,0,1,42
"858",1,74.3,1096.25,1,0,0,1,0,1,0,1,14
"859",0,78.5,571.05,0,0,0,1,1,0,1,0,7
"860",0,49.05,49.05,0,0,0,0,1,0,1,0,1
"861",0,45.4,45.4,0,0,0,0,1,0,1,0,1
"862",0,75.1,270.7,1,0,1,0,0,1,0,1,3
"863",1,99,6017.9,0,0,0,1,0,1,0,1,60
"864",1,48.75,179.85,0,0,0,0,0,1,1,0,3
"865",0,95.65,5088.4,0,0,1,0,0,1,0,1,53
"866",0,70.45,4300.45,0,0,1,0,0,1,1,0,61
"867",1,117.45,5438.9,1,0,0,1,0,1,0,1,46
"868",0,19.85,52,0,1,0,0,1,0,0,0,2
"869",0,76.55,2065.4,0,1,0,0,1,0,0,1,26
"870",0,19.4,61.05,0,0,0,0,1,0,0,0,3
"871",0,33.9,298.45,1,0,0,0,0,0,1,0,8
"872",0,89.45,1430.25,1,0,1,0,1,0,0,1,15
"873",0,19.9,19.9,1,0,0,1,1,0,0,0,1
"874",0,44.45,1183.8,0,0,1,0,0,0,1,0,26
"875",0,19.3,144.95,0,0,0,0,1,0,0,0,7
"876",1,90,2024.1,0,0,0,1,1,0,0,1,22
"877",0,74.55,233.65,0,0,0,1,1,0,0,1,3
"878",0,19.7,342.4,1,0,0,0,1,0,0,0,17
"879",0,50.55,2832.75,0,0,1,0,1,0,1,0,56
"880",0,20.3,41.2,0,0,0,0,1,0,0,0,2
"881",0,94.85,890.6,1,0,0,0,1,0,0,1,9
"882",0,24.15,812.5,0,0,0,1,0,0,1,0,33
"883",0,94.4,4014.6,0,0,0,1,0,1,0,1,42
"884",1,103.3,2890.65,1,0,0,1,0,1,0,1,27
"885",0,94.9,3848,0,1,0,0,1,0,0,1,40
