"","is_senior_citizen","churn","payment_type_Electronic check","phone_service_0","phone_service_1","internet_service_0","internet_service_1","tenure"
"578",0,0,0,0,1,1,0,11.1852791878173
"579",0,0,0,0,1,0,1,3.54823529411765
"580",1,1,1,0,0,0,0,13.7463414634146
"581",0,1,0,0,0,0,0,3.96847114812612
"582",0,1,1,0,0,0,0,8.23031914893617
"583",0,1,1,0,0,0,0,5.23301587301587
"584",0,1,0,0,0,0,0,11.3331665832916
"585",0,0,1,0,1,0,1,3.99728260869565
"586",0,1,0,0,1,1,0,33.3765903307888
"587",0,1,1,0,0,0,0,6.56108347153123
"588",1,0,1,0,1,0,0,18.7548682703322
"589",0,1,0,0,0,0,1,1
"590",0,1,0,0,0,0,0,12.2598494909252
"591",0,1,0,0,1,0,1,17.4854368932039
"592",1,1,0,0,0,0,0,68.5643216080402
"593",0,1,1,0,1,0,1,3.12017640573319
"594",0,1,0,0,0,0,0,53.029375
"595",0,1,0,0,0,0,0,34.9840743198408
"596",0,0,1,0,1,0,1,10.394324853229
"597",0,1,1,0,1,0,1,2.10471204188482
"598",1,1,1,0,0,0,0,26.2863157894737
"599",0,0,0,0,1,0,1,11.6522222222222
"600",0,1,1,0,0,0,0,4.4870603848706
"601",1,0,0,0,0,0,0,44.7310969116081
"602",0,1,1,0,1,0,1,1
"603",0,0,0,0,1,1,0,6.64734299516908
"604",0,1,1,0,0,0,0,1.88866930171278
"605",0,0,0,0,1,1,0,1
"606",1,1,1,0,0,0,0,5.59688195991091
"607",0,1,0,0,1,0,0,9.82349468713105
"608",1,1,1,0,0,0,0,20.0914859862507
"609",0,0,1,0,1,0,0,1
"610",0,0,0,0,1,0,1,14.1616766467066
"611",0,0,0,0,1,0,1,4.58910329171396
"612",1,0,0,1,0,0,1,4.06967615309127
"613",0,0,1,0,1,0,0,1
"614",0,0,0,0,1,1,0,4.86881188118812
"615",1,0,1,0,0,0,0,32.0483067729084
"616",0,0,0,0,0,0,0,63.7501137915339
"617",1,1,1,0,0,0,0,18.3609219486642
"618",1,0,1,0,1,0,0,6.08502024291498
"619",1,0,0,0,0,0,0,60.2664788732394
"620",0,1,0,0,1,0,1,1
"621",0,0,0,0,1,1,0,1
"622",0,0,1,0,0,0,0,38.0864567716142
"623",0,0,0,0,0,0,1,26.3540816326531
"624",0,1,0,0,1,0,0,13.478527607362
"625",0,1,1,0,1,0,0,3.08123425692695
"626",0,0,0,0,0,0,1,23.7712230215827
"627",0,0,0,0,0,0,0,40.2184154175589
"628",0,0,0,0,1,0,1,10.8849557522124
"629",0,1,1,0,1,0,0,32.749680715198
"630",0,0,1,0,0,0,0,11.6579634464752
"631",0,0,0,0,0,0,1,59.437125748503
"632",1,0,0,0,1,0,1,19.3682228915663
"633",0,0,0,0,0,0,1,51.6634066829666
"634",0,0,0,0,0,0,1,16.0579710144928
"635",1,1,1,0,1,0,0,9.29684601113173
"636",0,1,1,0,0,0,0,41.9995085995086
"637",1,1,1,0,1,0,0,5.33743016759777
"638",0,0,0,0,1,1,0,1
"639",0,1,0,0,1,1,0,1
"640",0,0,1,0,1,0,1,1.86051743532058
"641",1,0,1,0,0,0,0,64.5241379310345
"642",0,0,0,0,1,0,1,36.1613545816733
"643",1,0,1,0,1,0,0,33.5220125786164
"644",0,1,1,0,0,0,0,3.87379679144385
"645",1,1,0,0,1,0,0,46.9064493267186
"646",0,0,0,0,1,1,0,7.88630490956072
"647",0,1,0,1,0,0,1,1
"648",0,0,1,0,0,1,0,31.587044534413
"649",0,0,0,0,1,0,0,1
"650",0,1,1,0,1,0,1,8.12556458897922
"651",1,0,1,0,0,0,0,46.1800708143652
"652",1,0,0,0,1,0,0,21.6033426183844
"653",0,0,0,0,1,1,0,1.98275862068966
"654",0,0,0,0,1,1,0,22.125
"655",0,1,1,0,1,0,0,1
"656",0,0,0,0,1,0,1,2.92574257425743
"657",0,0,1,0,0,0,0,29.6372202591284
"658",0,0,1,0,1,0,1,9.05940594059406
"659",1,0,1,0,0,0,1,43.7180585296217
"660",1,1,1,1,0,0,1,1
"661",0,0,1,0,1,0,0,17.5492264416315
"662",1,1,1,0,0,0,0,28.6256517205422
"663",0,0,0,1,0,0,1,1.58230452674897
"664",0,0,0,0,1,1,0,9.11678832116788
"665",0,0,1,0,1,0,0,26.7981275599766
"666",0,0,0,0,1,0,1,2.05800653594771
"667",1,1,1,0,1,0,0,16.790802019069
"668",0,1,0,0,1,0,1,1
"669",0,0,0,0,0,0,1,14.536462699078
"670",0,0,0,0,1,1,0,1.91228070175439
"671",0,0,1,0,1,0,1,12.0534069981584
"672",0,1,0,0,1,0,1,4.8195652173913
"673",0,0,1,0,0,0,1,29.5887573964497
"674",0,0,0,0,0,1,0,5.29469548133595
"675",0,0,0,1,0,0,1,1
"676",0,0,1,0,1,0,0,26.7219730941704
"677",0,1,1,0,1,0,0,1
"678",0,0,0,0,0,0,0,45.3160092807425
"679",1,1,1,0,0,0,0,1
"680",0,1,1,0,0,0,0,48.9011571841852
"681",1,0,0,0,0,0,0,22.9830111306385
"682",0,0,0,0,1,0,1,1
"683",1,1,1,0,1,0,0,1
"684",0,0,0,0,1,0,1,7.0596421471173
"685",0,0,1,0,1,0,1,8.12916666666667
"686",0,0,0,0,1,1,0,8.78132678132678
"687",0,0,0,0,0,0,1,21.945426594927
"688",0,0,0,1,0,0,1,25.3723932472691
"689",0,1,1,0,1,0,0,1
"690",1,0,0,0,1,1,0,4.56109725685786
"691",1,1,1,1,0,0,1,41.6641221374046
"692",0,0,0,0,1,0,0,1
"693",1,1,1,0,0,0,0,42.5584349593496
"694",0,0,0,0,1,1,0,19.6512195121951
"695",0,1,1,0,0,0,0,11.2199058507061
"696",0,0,0,0,0,0,0,56.7274436090226
"697",0,1,0,0,1,0,0,10.7167594310451
"698",0,1,1,0,0,0,0,2.32567049808429
"699",1,1,1,0,0,0,0,68.2951639799889
"700",1,1,1,0,0,0,0,21.4867841409692
"701",0,1,1,0,1,0,0,21.3764705882353
"702",0,0,0,0,1,0,1,1
"703",0,1,1,0,1,0,0,22.3881431767338
"704",0,0,0,0,1,1,0,1
"705",1,1,1,0,1,0,0,9.45298558682224
"706",0,0,1,0,1,0,1,8.68065967016492
"707",0,0,1,0,1,0,0,36.5379353233831
"708",0,1,1,0,1,0,0,1
"709",0,1,1,0,1,0,0,14.0271293375394
"710",0,0,1,0,1,0,1,7.45586592178771
"711",0,0,0,0,1,1,0,4.67639902676399
"712",0,1,1,0,0,0,0,6.73410404624277
"713",0,0,1,0,0,0,1,1
"714",0,0,1,0,1,0,0,57.1357027463651
"715",1,0,0,0,0,0,0,32.5074552683897
"716",0,1,0,0,1,1,0,1
"717",0,0,0,0,1,0,0,55.2168338907469
"718",0,0,1,0,1,0,0,1
"719",0,0,1,0,1,0,1,1
"720",0,0,1,0,0,0,1,28.8967935871744
"721",0,0,1,0,0,0,0,10.7249343832021
"722",0,1,1,0,1,0,1,1
"723",0,1,0,0,1,1,0,1
"724",1,1,1,0,0,0,0,13.9563014566181
"725",0,1,0,0,0,0,0,16.2672655811342
"726",0,0,0,1,0,0,1,7.50292397660819
"727",1,1,1,0,1,0,1,1
"728",1,1,1,0,1,0,0,1
"729",1,1,0,0,0,0,0,3.41439040639574
"730",0,1,1,0,1,0,0,2.06269592476489
"731",0,0,1,0,0,1,0,27.9125248508946
"732",1,0,0,0,0,0,1,16.5222602739726
"733",1,1,1,0,0,0,0,25.0854304635762
"734",0,0,0,0,1,1,0,8.2755905511811
"735",1,0,0,0,1,0,0,50.1776362349611
"736",0,1,0,0,1,1,0,1
"737",0,1,1,0,1,0,0,67.4422110552764
"738",0,1,1,0,1,0,0,1
"739",0,1,0,1,0,0,1,17.910447761194
"740",1,1,1,0,0,0,0,11.3631341034656
"741",0,1,1,0,1,0,0,1
"742",0,0,1,0,1,0,0,9.41270611057226
"743",0,0,1,0,1,0,0,1
"744",0,0,1,0,1,1,0,18.3578947368421
"745",0,1,0,0,1,0,0,1
"746",0,1,0,0,0,0,0,13.1484848484848
"747",0,1,1,0,1,0,0,6.59709962168979
"748",0,0,1,0,1,0,0,18.7091121495327
"749",0,1,1,0,0,0,0,11.7516401124649
"750",0,1,0,1,0,0,1,42.3282364933741
"751",0,0,1,0,0,0,0,63.1880459770115
"752",1,1,0,0,0,0,0,24.251578436134
"753",0,1,1,0,1,0,0,1.86061946902655
"754",0,1,1,0,0,0,0,38.2916006339144
"755",0,0,1,0,0,0,0,47.6268656716418
"756",0,0,1,0,1,0,0,3.58047646717025
"757",0,0,0,0,0,0,1,26.702742772424
"758",0,0,0,0,0,0,0,48.0649479424888
"759",0,0,1,0,0,0,1,5.78515625
"760",0,0,0,0,1,0,1,1
"761",1,0,0,1,0,0,1,31.7014297729184
"762",0,0,0,1,0,0,1,1
"763",1,1,1,0,1,0,0,2.90767045454545
"764",1,0,0,0,0,0,1,54.9574056147144
"765",0,1,1,0,0,0,0,20.9098265895954
"766",0,1,1,0,1,0,0,4.65376344086022
"767",0,0,0,0,1,1,0,41.2923076923077
"768",0,0,1,0,0,0,0,62.5587044534413
"769",1,1,0,0,1,0,0,6.58731196860693
"770",1,0,0,0,0,0,0,23.1291745431632
"771",0,1,0,0,1,0,0,2.07202680067002
"772",0,0,0,0,0,0,0,16.794498381877
"773",0,0,0,0,1,0,1,4.70748987854251
"774",1,0,1,0,0,0,0,7.06962864721485
"775",0,1,0,0,1,0,0,6.04187725631769
"776",1,0,1,0,0,0,0,39.5972222222222
"777",0,0,1,0,1,0,0,2.02468312208139
"778",0,0,0,0,0,1,0,1
"779",0,0,0,0,1,1,0,1
"780",0,0,1,0,1,0,0,2.95136637332098
"781",0,1,1,0,1,0,1,1
"782",0,1,1,0,0,0,0,30.2505605381166
"783",0,0,0,0,1,1,0,34.2825552825553
"784",0,0,0,0,1,0,1,21.5493601462523
"785",0,1,0,1,0,0,1,30.498046875
"786",1,1,1,0,0,0,0,30.0020297699594
"787",0,0,0,0,1,1,0,14.2583979328165
"788",0,1,0,0,0,0,1,5.15526122148639
"789",0,0,1,0,0,0,0,56.7017783857729
"790",0,0,0,0,0,0,1,1
"791",0,0,0,0,0,0,0,31.6647368421053
"792",1,0,1,0,0,0,0,29.9817483189241
"793",0,0,0,0,0,0,1,25.2979297929793
"794",0,1,0,1,0,0,1,3.01410437235543
"795",0,1,0,0,1,0,1,2.98422090729783
"796",0,0,0,0,1,1,0,1
"797",0,1,0,0,1,0,0,12.5734966592428
"798",0,1,0,0,1,0,0,24.9097956307259
"799",0,0,0,0,1,1,0,26.6178660049628
"800",0,0,1,0,1,0,0,18.3076923076923
"801",1,0,1,0,1,0,0,7.22762299940723
"802",0,0,1,0,0,1,0,41.1259541984733
"803",0,0,0,0,1,0,0,35.0128144280968
"804",0,0,0,0,1,0,0,4.92907385697538
"805",0,1,1,0,1,0,1,1
"806",0,0,0,0,1,0,0,18.7037242912729
"807",0,1,0,0,1,0,1,3.80553532410779
"808",1,0,0,0,0,0,0,49.9485057471264
"809",0,1,0,0,1,0,1,23.2551103843009
"810",0,1,1,0,0,0,0,13.9416927899687
"811",0,0,0,0,0,0,1,27.4162112932605
"812",0,0,0,0,1,1,0,4.76558603491272
"813",0,0,0,0,1,1,0,20.2518703241895
"814",0,0,0,0,1,1,0,34.681233933162
"815",0,0,0,0,1,0,0,21.3830703012912
"816",0,1,1,0,1,0,0,11.0635416666667
"817",0,0,1,0,1,0,1,2.23573433115061
"818",1,0,0,0,0,0,1,29.3586678052946
"819",0,1,0,1,0,0,1,7.3142144638404
"820",0,0,0,0,1,0,0,13.0506566604128
"821",0,1,1,0,0,0,1,22.0044191919192
"822",0,1,0,0,1,0,0,14.779394644936
"823",0,0,0,0,0,0,0,39.6556753329106
"824",1,0,0,0,1,0,1,17.1074450084602
"825",0,1,1,0,1,0,0,47.4284876905041
"826",0,1,1,0,1,0,0,1
"827",0,0,0,0,0,0,1,32.9268693508628
"828",0,0,0,0,0,0,0,24.2146892655367
"829",1,1,1,0,0,0,0,6.4498820754717
"830",0,1,1,0,1,0,1,1
"831",0,1,0,0,1,0,1,6.9421568627451
"832",1,0,1,0,1,0,0,37.4638888888889
"833",0,0,1,0,1,0,0,25.2599145820622
"834",0,0,1,0,0,0,0,56.6029411764706
"835",0,0,0,1,0,0,1,1
"836",0,0,1,0,0,0,0,9.25964912280702
"837",0,1,0,0,1,0,1,9.70985603543743
"838",0,0,0,0,1,1,0,1
"839",0,1,0,0,1,1,0,14.9123711340206
"840",0,0,0,0,1,0,0,19.7317196167423
"841",0,0,0,0,1,0,1,25.0152129817444
"842",0,1,0,0,1,0,1,1
"843",0,0,0,0,0,1,0,5.44238683127572
"844",1,0,1,1,0,0,1,5.92454954954955
"845",0,1,0,0,0,0,1,4.71091445427729
"846",0,0,0,0,0,0,0,38.3836285888821
"847",0,0,0,0,1,1,0,21.4123711340206
"848",0,1,0,0,0,0,0,21.1587151629665
"849",0,0,1,0,1,0,0,63.3602714373843
"850",0,0,0,0,0,0,0,1
"851",0,0,0,0,0,0,1,14.7072072072072
"852",1,1,0,0,1,0,0,1.6517094017094
"853",0,0,1,0,1,0,0,1
"854",1,1,1,0,0,0,0,3.49046184738956
"855",0,0,0,0,0,0,0,52.0646186440678
"856",1,0,0,0,0,0,0,57.861170212766
"857",0,0,0,0,0,0,0,42.6976866456362
"858",1,1,1,0,0,0,0,14.7543741588156
"859",0,0,1,0,1,0,1,7.27452229299363
"860",0,0,0,0,1,0,1,1
"861",0,0,0,0,1,0,1,1
"862",0,1,0,0,0,0,0,3.60452729693742
"863",1,0,1,0,0,0,0,60.7868686868687
"864",1,0,0,0,0,0,1,3.68923076923077
"865",0,0,0,0,0,0,0,53.1981181390486
"866",0,0,0,0,0,0,1,61.0425833924769
"867",1,1,1,0,0,0,0,46.3082162622392
"868",0,0,0,0,1,1,0,2.61964735516373
"869",0,0,0,0,1,0,0,26.9810581319399
"870",0,0,0,0,1,1,0,3.14690721649485
"871",0,1,0,1,0,0,1,8.80383480825959
"872",0,1,0,0,1,0,0,15.9893795416434
"873",0,1,1,0,1,1,0,1
"874",0,0,0,1,0,0,1,26.6321709786277
"875",0,0,0,0,1,1,0,7.51036269430052
"876",1,0,1,0,1,0,0,22.49
"877",0,0,1,0,1,0,0,3.13413816230718
"878",0,1,0,0,1,1,0,17.3807106598985
"879",0,0,0,0,1,0,1,56.0385756676558
"880",0,0,0,0,1,1,0,2.02955665024631
"881",0,1,0,0,1,0,0,9.38956246705324
"882",0,0,1,1,0,0,1,33.6438923395445
"883",0,0,1,0,0,0,0,42.5275423728813
"884",1,1,1,0,0,0,0,27.9830590513069
"885",0,0,0,0,1,0,0,40.5479452054795
"886",0,1,1,0,0,0,0,23.196261682243
"887",0,0,1,0,0,0,0,65.3520383693046
"888",0,1,1,0,0,0,0,35.9899705014749
"889",0,0,0,0,1,0,1,61.9546019900497
"890",0,0,0,0,1,1,0,1
"891",0,1,0,0,0,0,0,5.20557156580211
"892",0,0,1,0,0,0,0,24.1725806451613
"893",0,0,0,0,1,1,0,10.2716049382716
"894",0,1,1,0,1,0,1,1.83201803833145
"895",0,0,1,0,1,0,1,8.24830188679245
"896",1,0,0,0,0,0,0,34.9505494505495
"897",1,0,1,0,0,0,0,63.0431241015812
"898",0,1,1,0,1,0,0,6.16971125515616
"899",0,1,0,0,1,0,1,1
"900",0,0,1,0,1,0,0,61.0461699895068
"901",0,1,1,0,1,0,1,4.45086119554205
"902",0,0,0,0,1,1,0,3.085
"903",1,1,0,0,1,0,0,7.25233064014916
"904",1,1,1,0,1,0,0,13.0684248039914
"905",0,0,0,0,1,0,1,47.2382875605816
"906",1,1,1,1,0,0,1,9.5043227665706
"907",0,0,0,0,1,1,0,2.10294117647059
"908",1,0,1,0,1,0,0,1
"909",0,0,0,0,1,1,0,10.5443037974684
"910",0,1,1,0,0,0,0,23.6694705591291
"911",0,1,1,0,0,0,1,20.7043158861341
"912",0,0,1,1,0,0,1,21.6811224489796
"913",1,0,1,0,0,0,0,39.0760233918129
"914",0,0,0,0,1,1,0,5.42222222222222
"915",1,1,1,0,0,0,0,5.7058524173028
"916",0,1,1,0,1,0,0,1
"917",0,0,0,0,0,0,1,18.9198943661972
"918",1,0,0,0,0,0,0,67.4659763313609
"919",0,0,0,0,1,0,0,46.986083499006
"920",1,1,1,0,0,0,0,10.8073394495413
"921",0,0,0,0,0,0,0,30.8365781710914
"922",0,0,0,0,1,0,1,11.4590163934426
"923",1,1,1,1,0,0,1,37.8019713261649
"924",1,0,0,0,0,0,0,10.3098404255319
"925",0,1,1,0,0,0,0,4.89405405405405
"926",0,0,0,0,1,1,0,1
"927",0,0,0,0,1,1,0,8.63867684478372
"928",0,0,0,0,1,0,0,1
"929",0,1,1,0,1,0,0,5.83516483516483
"930",1,1,1,0,0,0,0,40.120765832106
"931",0,0,0,0,0,0,1,22.3048200950441
"932",0,0,0,0,0,0,0,30.0252631578947
"933",0,0,0,0,0,0,0,29.1480263157895
"934",0,0,1,1,0,0,1,60.1975169300226
"935",1,1,0,0,0,0,0,39.0871641791045
"936",0,0,0,0,1,1,0,1
"937",0,0,1,0,1,0,1,3.78683035714286
"938",0,1,1,0,1,0,0,10.5714285714286
"939",0,1,0,0,1,1,0,33.7058823529412
"940",0,1,1,1,0,0,1,1.95868945868946
"941",0,1,1,1,0,0,1,3.91245791245791
"942",0,0,1,0,0,0,0,32.9795918367347
"943",0,0,1,0,1,0,0,10.8269230769231
"944",1,0,1,0,0,0,0,22.7632488479263
"945",0,1,0,0,1,0,0,5.78145695364238
"946",1,1,1,0,1,0,0,1
"947",0,0,1,0,0,0,0,15.1630094043887
"948",0,1,1,0,1,0,0,1
"949",1,1,0,0,0,0,0,2.09940357852883
"950",1,0,1,1,0,0,1,33.0347985347985
"951",0,1,0,0,0,0,0,38.0569269521411
"952",0,0,0,0,0,0,0,60.0534490634993
"953",0,0,1,0,1,0,0,27.5085413929041
"954",1,1,1,0,1,0,0,16.1334205362982
"955",0,0,0,1,0,0,1,15.5513245033113
"956",0,0,0,1,0,0,1,1
"957",0,0,0,0,1,1,0,1
"958",1,0,1,0,0,0,0,2.21356335514575
"959",0,1,0,0,0,1,0,1
"960",0,1,1,0,1,0,0,3.38960113960114
"961",0,1,1,0,0,0,0,37.8090452261307
"962",1,0,0,0,0,0,0,48.0038440417353
"963",0,1,1,0,1,0,0,7.3463768115942
"964",0,0,0,0,1,1,0,1
"965",0,0,1,1,0,0,1,21.2114624505929
"966",0,0,0,0,1,0,1,1
"967",0,0,1,1,0,0,1,53.3338815789474
"968",0,0,1,0,0,0,0,44.0820627802691
"969",0,1,1,1,0,0,1,2.70505050505051
"970",0,0,0,0,1,1,0,1
"971",0,0,1,0,1,0,0,31.0024654832347
"972",0,0,1,0,1,0,0,19.6960124287934
"973",0,0,0,0,1,0,1,12.3504566210046
"974",0,1,0,1,0,0,1,6.84262295081967
"975",0,0,0,0,1,0,1,1
"976",0,1,0,0,1,0,0,3.81013561741613
"977",0,1,1,0,0,0,0,1
"978",0,1,0,0,0,0,0,11.6255616575137
"979",0,1,1,0,1,0,0,4.20802469135803
"980",1,0,1,0,0,0,0,71.7539534883721
"981",0,0,0,0,0,0,1,33.6419243986254
"982",0,1,0,0,1,0,0,1
"983",0,0,0,0,1,1,0,3.45323741007194
"984",0,0,1,1,0,0,1,51.4269889224572
"985",0,1,1,0,0,0,1,4.43222003929273
"986",1,1,0,0,0,0,0,68.6846576711644
"987",1,1,1,0,1,0,0,1
"988",0,1,1,1,0,0,1,4.14006179196704
"989",0,0,0,0,1,0,1,2.82321041214751
"990",0,0,0,0,1,1,0,1.97455470737913
"991",0,1,1,0,0,0,0,27.4283018867925
"992",1,1,1,0,0,0,0,8.777189888301
"993",0,1,1,0,1,0,0,7.09814323607427
"994",0,0,0,0,1,1,0,1
"995",1,1,0,0,0,0,0,15.3888515782404
"996",0,1,1,0,0,0,0,4.1936127744511
"997",1,1,1,0,1,0,0,25.5414949970571
"998",0,0,1,0,1,0,0,10.4608891389983
"999",1,1,1,0,0,0,0,9.42160461457787
"1000",1,0,0,0,0,0,0,25.5932721712538
"1001",0,0,0,0,1,1,0,1
"1002",0,0,0,0,1,0,0,48.3158420789605
"1003",0,0,0,0,0,0,0,39.2453874538745
"1004",0,1,1,1,0,0,1,1
"1005",0,1,1,0,1,0,0,4.99780461031833
"1006",0,0,0,0,1,0,1,1
"1007",0,0,1,0,0,0,0,37.6188063063063
"1008",0,0,0,0,0,0,0,4.0373599003736
"1009",1,0,0,0,0,0,0,69.7556447566483
"1010",1,0,1,0,0,0,0,58.4499494438827
"1011",1,0,1,0,0,0,0,31.387926215763
"1012",0,0,0,0,1,1,0,1
"1013",0,0,0,0,1,0,1,6.02603231597846
"1014",0,1,1,0,0,0,0,29.2137359384251
"1015",0,0,0,1,0,0,1,63.0119047619048
"1016",1,1,0,0,0,0,0,30.0779716466739
"1017",0,1,1,0,0,0,0,26.5813692480359
"1018",1,0,1,0,1,0,0,9.03268384663733
"1019",0,1,1,0,0,0,0,8.88810779144698
"1020",1,0,0,0,1,0,0,29.0645638245441
"1021",0,0,0,0,0,1,0,1
"1022",0,0,0,0,0,0,0,12.0458830923947
"1023",0,1,1,0,1,0,0,12.5423155044008
"1024",0,0,1,0,0,0,0,33.6084480303749
"1025",0,0,0,0,1,1,0,1
"1026",0,0,0,0,1,0,1,10.1548886737657
"1027",0,0,1,0,0,1,0,1
"1028",0,0,0,0,1,0,0,41.2502903600465
"1029",0,0,0,0,1,1,0,8.15960099750623
"1030",1,1,1,0,1,0,1,3.94782608695652
"1031",0,1,1,0,1,0,0,17.3217900905701
"1032",0,0,0,0,0,0,1,5.58222676200204
"1033",1,1,1,0,0,0,0,1.93297872340426
"1034",1,1,1,0,1,0,1,1
"1035",0,1,1,0,1,0,0,1
"1036",0,0,0,0,1,1,0,5.08780487804878
"1037",0,1,1,1,0,0,1,1.88950276243094
"1038",0,1,1,0,1,0,0,2.28553693358163
"1039",1,0,0,0,0,0,0,17.7864488808227
"1040",0,0,0,0,1,1,0,5.99508599508599
"1041",0,0,1,0,0,1,0,9.43958333333333
"1042",0,0,1,0,0,0,1,1
"1043",1,0,0,0,0,0,0,9.07189216175736
"1044",0,1,1,0,0,0,0,9.77310924369748
"1045",0,1,0,0,1,0,0,9.19703799098519
"1046",1,1,1,0,1,0,0,2.21419009370817
"1047",1,0,0,1,0,0,1,8.56747404844291
"1048",0,0,1,1,0,0,1,23.6426116838488
"1049",1,1,1,0,0,0,0,15.1511137868754
"1050",0,1,1,0,1,0,0,1
"1051",1,1,0,1,0,0,1,24.8414322250639
"1052",0,0,0,1,0,0,1,21.6708333333333
"1053",0,0,0,0,0,0,1,10.2052586938083
"1054",1,0,1,0,0,0,0,49.7603620771796
"1055",0,0,1,0,1,0,0,3.15868077162414
"1056",0,0,0,0,1,1,0,11.818858560794
"1057",0,0,0,0,1,0,0,1
"1058",0,0,1,0,1,1,0,3.75365853658537
"1059",0,0,0,0,1,0,0,60.9757160647572
"1060",1,0,1,0,1,0,0,4.92573900504686
"1061",0,0,1,0,0,0,0,42.1031904287139
"1062",0,0,0,0,1,0,0,3.18528428093645
"1063",0,0,1,0,1,0,1,24.540491355778
"1064",0,0,1,0,0,0,0,32.9047853971386
"1065",0,1,1,0,1,0,1,15.1994017946162
"1066",1,0,0,0,1,0,0,24.087620124364
"1067",0,0,0,0,1,1,0,1
"1068",1,1,0,0,1,0,0,4.72455516014235
"1069",0,1,0,1,0,0,1,13.1064763995609
"1070",0,0,0,0,0,0,0,17.6685954760652
"1071",0,0,1,0,0,0,0,34.7942257217848
"1072",1,0,0,1,0,0,1,7.39765100671141
"1073",0,0,0,0,0,0,0,46.3863636363636
"1074",0,0,0,0,1,0,1,19.2411111111111
"1075",0,0,1,0,1,0,1,4.35185185185185
"1076",0,0,1,0,0,0,0,38.4804630969609
"1077",0,0,1,0,1,1,0,2.88442211055276
"1078",0,1,0,0,1,0,1,1
"1079",0,1,1,0,1,0,0,51.7080856123662
"1080",0,1,0,0,1,1,0,1.87409200968523
"1081",1,1,1,0,1,0,0,23.9511540526033
"1082",0,0,0,0,0,0,0,41.956204379562
"1083",0,1,0,0,1,0,1,1.74484256243214
"1084",0,0,0,0,1,0,1,24.5120724346076
"1085",1,1,1,0,0,0,0,42.6783567134269
"1086",0,1,1,0,0,0,0,14.4252148997135
"1087",0,0,0,0,1,0,1,25.6340160284951
"1088",0,0,0,0,1,0,1,1
"1089",0,1,1,0,1,0,0,1
"1090",1,1,0,0,1,0,0,43.0681183696259
"1091",1,1,0,0,0,0,0,20.1340326340326
"1092",0,0,1,1,0,0,1,1
"1093",1,1,1,0,0,0,0,3.88116591928251
"1094",0,0,0,0,1,1,0,1
"1095",0,1,1,0,1,0,0,1
"1096",0,1,1,0,1,0,0,1
"1097",0,1,0,0,0,0,0,1.93300248138958
"1098",0,1,0,0,0,0,0,44.981522956327
"1099",0,1,1,0,0,0,0,38.9281084266352
"1100",0,0,1,0,1,0,0,34.5842055185538
"1101",0,0,1,0,0,0,0,14.1436881908086
"1102",0,1,0,0,1,1,0,1
"1103",1,0,1,0,1,0,0,1.88814016172507
"1104",0,0,0,0,1,1,0,11.694087403599
"1105",1,0,0,0,0,0,0,56.3770257387988
"1106",0,1,1,0,1,0,0,34.3748221906117
"1107",0,0,0,0,1,0,1,40.75
"1108",0,1,0,1,0,0,1,25.0882352941176
"1109",0,0,1,0,1,0,0,2.10100286532951
"1110",0,0,1,0,1,0,1,1
"1111",0,0,0,0,1,0,0,2.19886363636364
"1112",0,0,0,1,0,0,1,36.3615494978479
"1113",0,1,1,1,0,0,1,39.0760286225402
"1114",0,0,0,0,0,0,0,17.4630664183737
"1115",0,0,1,0,0,0,0,19.4920353982301
"1116",0,1,0,0,1,0,0,4.35225048923679
"1117",0,0,0,0,1,0,0,1
"1118",1,0,1,0,1,0,0,37.7130017974835
"1119",0,0,0,0,1,1,0,5.44685990338164
"1120",0,1,1,0,1,0,0,8.2515923566879
"1121",0,1,0,0,0,0,1,30.5639846743295
"1122",1,0,1,0,1,0,1,13.161101836394
"1123",0,0,0,0,0,0,0,40.591280653951
"1124",0,1,0,1,0,0,1,1.49795081967213
"1125",0,0,1,0,0,0,1,18.0046296296296
"1126",0,0,0,1,0,0,1,35.152466367713
"1127",0,1,0,0,1,0,1,1
"1128",0,1,0,0,0,0,0,4.1144801980198
"1129",0,1,1,0,0,0,0,4.97245017584994
"1130",0,1,1,0,1,0,0,17.3265306122449
"1131",0,1,0,0,1,1,0,1
"1132",1,1,1,0,0,0,0,22.4762206721623
"1133",0,1,0,0,1,0,1,11.4295154185022
"1134",0,0,1,0,1,1,0,22.7290167865707
"1135",0,0,0,1,0,0,1,45.8516699410609
"1136",0,0,0,0,1,0,0,9.16060961313013
"1137",0,1,1,0,1,0,0,3.82576228998133
"1138",0,0,1,0,1,0,0,24.5159976730657
"1139",0,1,1,0,1,0,1,2.18161683277962
"1140",0,1,1,0,0,0,0,10.5387673956262
"1141",0,0,1,1,0,0,1,1.88326848249027
"1142",0,0,1,0,0,0,1,12.6393650793651
"1143",1,0,0,0,0,0,0,35.9004893964111
"1144",0,0,0,0,0,0,1,21.2277730736664
"1145",0,1,1,0,0,0,0,17.0254237288136
"1146",1,1,0,0,0,0,0,1
"1147",0,1,1,0,0,0,0,11.4776595744681
"1148",0,1,0,0,1,0,0,1.9768864717879
"1149",0,0,1,0,1,0,0,3.07285115303983
"1150",0,1,0,0,1,0,0,4.30347593582888
"1151",0,0,1,0,0,0,0,25.0433155080214
"1152",0,0,1,0,0,0,1,40.4527162977867
"1153",1,0,1,0,0,0,0,71.2173913043478
"1154",0,1,1,0,1,0,0,6.40558659217877
